003_vmcu accel pedal depth,003_vmcu accel pedal related,003_vmcu brake lamp,003_vmcu brake related,003_vmcu brakes on,003_vmcu d,003_vmcu n,003_vmcu p,003_vmcu r,003_vmcu real vehicle speed,003_vmcu motor actual speed rpm,000_auxillary battery voltage,000_available charge power,000_available discharge power,000_battery current,000_battery dc voltage,000_battery fan feedback,000_battery fan status,000_battery inlet temperature,000_battery max temperature,000_battery min temperature,000_battery module 01 temperature,000_battery module 02 temperature,000_battery module 03 temperature,000_battery module 04 temperature,000_battery module 05 temperature,000_bms ignition,000_bms main relay,000_cumulative charge current,000_cumulative discharge current,000_cumulative energy charged,000_cumulative energy discharged,000_drive motor speed 1,000_drive motor speed 2,000_hv_charging,000_inverter capacitor voltage,000_isolation resistance,000_maximum cell voltage,000_maximum cell voltage no_,000_minimum cell voltage,000_minimum cell voltage no_,000_normal charge port,000_operating time,000_rapid charge port,000_state of charge bms,000_airbag h/wire duty,000_battery cell voltage deviation,000_battery heater 1 temperature,000_battery heater 2 temperature,000_battery module 06 temperature,000_battery module 07 temperature,000_battery module 08 temperature,000_battery module 09 temperature,000_battery module 10 temperature,000_battery module 11 temperature,000_battery module 12 temperature,000_maximum deterioration cell no_,000_minimum deterioration,000_minimum deterioration cell no_,000_state of charge display,000_state of health,004_calc estimated time 45kw 80% charge,003_vmcu ambient temp,000_battery power,004_calc average battery module temperature,004_calc average cell voltage,created_on,MacAddress,before_parsing,latitude,longitude,gps_speed,ev_speed_kmh,accuracy,rownum
7.0%,166.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,5.8mph,587.0rpm,14.6V,69.0kW,98.0kW,10.2A,394.7V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,500.0rpm,500.0rpm,0.0,393.0V,1000.0kOhm,4.1V,87.0,4.1V,1.0,0.0,4226.355833333333hours,0.0,95.0%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,4.02594kW,22.0C,4.111458333333333V,2019-11-05 15:04:39,00:1D:A5:00:1B:86,[B@d5a8a2f,0.0,0.0,0.0,9.338000000000001,0.0,31
26.0%,188.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,4.19mph,419.0rpm,14.5V,69.0kW,98.0kW,17.7A,394.1V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,400.0rpm,400.0rpm,0.0,393.0V,1000.0kOhm,4.1V,73.0,4.1V,83.0,0.0,4226.356666666667hours,0.0,95.0%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,6.975569999999999kW,22.0C,4.105208333333334V,2019-11-05 15:04:42,00:1D:A5:00:1B:86,[B@1bad6ff,0.0,0.0,0.0,6.745900000000001,0.0,32
14.0%,32.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,4.13mph,409.0rpm,14.5V,69.0kW,98.0kW,2.4A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,300.0rpm,300.0rpm,0.0,394.0V,1000.0kOhm,4.1V,11.0,4.1V,1.0,0.0,4226.3575hours,0.0,95.0%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.948kW,22.0C,4.114583333333333V,2019-11-05 15:04:45,00:1D:A5:00:1B:86,[B@9b0b82e,0.0,0.0,0.0,6.6493,0.0,33
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,5.15mph,564.0rpm,14.6V,69.0kW,98.0kW,1.7A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,500.0rpm,500.0rpm,0.0,394.0V,1000.0kOhm,4.1V,31.0,4.1V,1.0,0.0,4226.358333333334hours,0.0,95.0%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.6715kW,22.0C,4.114583333333333V,2019-11-05 15:04:48,00:1D:A5:00:1B:86,[B@c40e49f,0.0,0.0,0.0,8.291500000000001,0.0,34
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,5.28mph,535.0rpm,14.6V,69.0kW,98.0kW,1.5A,395.1V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,500.0rpm,500.0rpm,0.0,394.0V,1000.0kOhm,4.1V,11.0,4.1V,1.0,0.0,4226.359166666667hours,0.0,95.0%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.59265kW,22.0C,4.115625000000001V,2019-11-05 15:04:51,00:1D:A5:00:1B:86,[B@b0a56f,0.0,0.0,0.0,8.500800000000002,0.0,35
17.5%,114.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,5.37mph,525.0rpm,14.6V,69.58kW,98.0kW,14.2A,394.3V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,400.0rpm,400.0rpm,0.0,393.0V,1000.0kOhm,4.1V,87.0,4.1V,1.0,0.0,4226.36hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,5.599060000000001kW,22.0C,4.107291666666667V,2019-11-05 15:04:54,00:1D:A5:00:1B:86,[B@104e23f,0.0,0.0,0.0,8.645700000000001,0.0,36
26.5%,56.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.56mph,359.0rpm,14.5V,69.58kW,98.0kW,11.4A,394.4V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,300.0rpm,300.0rpm,0.0,393.0V,1000.0kOhm,4.1V,87.0,4.1V,83.0,0.0,4226.360555555556hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,4.49616kW,22.0C,4.108333333333333V,2019-11-05 15:04:57,00:1D:A5:00:1B:86,[B@8c29b0f,0.0,0.0,0.0,5.7316,0.0,37
16.5%,26.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,2.68mph,282.0rpm,14.5V,69.58kW,98.0kW,9.0A,394.5V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,300.0rpm,300.0rpm,0.0,393.0V,1000.0kOhm,4.1V,7.0,4.1V,83.0,0.0,4226.361388888889hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,3.5505kW,22.0C,4.109375V,2019-11-05 15:04:58,00:1D:A5:00:1B:86,[B@6397ef5,0.0,0.0,0.0,4.314800000000001,0.0,38
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,4.34mph,444.0rpm,14.6V,69.58kW,98.0kW,2.2A,394.9V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,400.0rpm,400.0rpm,0.0,393.0V,1000.0kOhm,4.1V,52.0,4.1V,83.0,0.0,4226.362222222222hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.86878kW,22.0C,4.113541666666666V,2019-11-05 15:05:01,00:1D:A5:00:1B:86,[B@54e80af,0.0,0.0,0.0,6.9874,0.0,39
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,4.41mph,439.0rpm,14.5V,69.58kW,98.0kW,1.6A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,400.0rpm,400.0rpm,0.0,394.0V,1000.0kOhm,4.1V,11.0,4.1V,1.0,0.0,4226.363055555556hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.632kW,22.0C,4.114583333333333V,2019-11-05 15:05:04,00:1D:A5:00:1B:86,[B@9e6ad7f,0.0,0.0,0.0,7.1001,0.0,40
11.0%,168.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.96mph,418.0rpm,14.5V,69.58kW,98.0kW,9.1A,394.6V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.1kWh,400.0rpm,400.0rpm,0.0,393.0V,1000.0kOhm,4.1V,22.0,4.1V,24.0,0.0,4226.363888888889hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,3.59086kW,22.0C,4.110416666666667V,2019-11-05 15:05:07,00:1D:A5:00:1B:86,[B@57c564f,0.0,0.0,0.0,6.3756,0.0,41
24.5%,130.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.6mph,355.0rpm,14.5V,69.58kW,98.0kW,16.8A,394.1V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.2kWh,300.0rpm,300.0rpm,0.0,393.0V,1000.0kOhm,4.1V,45.0,4.1V,1.0,0.0,4226.364444444444hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,6.620880000000001kW,22.0C,4.105208333333334V,2019-11-05 15:05:09,00:1D:A5:00:1B:86,[B@c547b1f,0.0,0.0,0.0,5.796,0.0,42
35.0%,204.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.64mph,392.0rpm,14.5V,69.58kW,98.0kW,19.4A,393.8V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.4Ah,16376.1kWh,15893.2kWh,400.0rpm,400.0rpm,0.0,392.0V,1000.0kOhm,4.1V,11.0,4.08V,1.0,0.0,4226.365277777778hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,7.63972kW,22.0C,4.102083333333334V,2019-11-05 15:05:12,00:1D:A5:00:1B:86,[B@4741bef,0.0,0.0,0.0,5.8604,0.0,43
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,2.64mph,270.0rpm,14.5V,69.58kW,98.0kW,2.6A,394.8V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,200.0rpm,200.0rpm,0.0,393.0V,1000.0kOhm,4.1V,31.0,4.1V,83.0,0.0,4226.366111111111hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,1.02648kW,22.0C,4.1125V,2019-11-05 15:05:15,00:1D:A5:00:1B:86,[B@5a038bf,0.0,0.0,0.0,4.250400000000001,0.0,44
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.35mph,327.0rpm,14.5V,69.58kW,98.0kW,1.8A,394.9V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,300.0rpm,300.0rpm,0.0,393.0V,1000.0kOhm,4.1V,11.0,4.1V,83.0,0.0,4226.366944444444hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.71082kW,22.0C,4.113541666666666V,2019-11-05 15:05:18,00:1D:A5:00:1B:86,[B@95dd18f,0.0,0.0,0.0,5.3935,0.0,45
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,2.12mph,224.0rpm,14.5V,69.58kW,98.0kW,1.9A,394.9V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,200.0rpm,200.0rpm,0.0,393.0V,1000.0kOhm,4.1V,87.0,4.1V,1.0,0.0,4226.367777777778hours,0.0,94.5%,75.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.75031kW,22.0C,4.113541666666666V,2019-11-05 15:05:21,00:1D:A5:00:1B:86,[B@af1e65f,0.0,0.0,0.0,3.4132000000000002,0.0,46
0.0%,0.0,1.0,89.0,1.0,1.0,0.0,0.0,0.0,0.09mph,497.0rpm,14.5V,69.58kW,98.0kW,0.9A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,0.0rpm,0.0rpm,0.0,394.0V,1000.0kOhm,4.1V,22.0,4.1V,1.0,0.0,4226.368333333333hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.3555kW,22.0C,4.114583333333333V,2019-11-05 15:05:24,00:1D:A5:00:1B:86,[B@761772f,0.0,0.0,0.0,0.1449,0.0,47
0.0%,0.0,1.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0mph,0.0rpm,14.5V,69.58kW,98.0kW,0.9A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,0.0rpm,0.0rpm,0.0,394.0V,1000.0kOhm,4.1V,52.0,4.1V,1.0,0.0,4226.369166666666hours,0.0,94.5%,85.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.3555kW,22.0C,4.114583333333333V,2019-11-05 15:05:26,00:1D:A5:00:1B:86,[B@630a015,37.49239743,127.03908431,4.945755672454834,0.0,16.079999923706055,48
0.0%,0.0,1.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0mph,0.0rpm,14.5V,69.58kW,98.0kW,0.8A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,0.0rpm,0.0rpm,0.0,394.0V,1000.0kOhm,4.1V,52.0,4.1V,26.0,0.0,4226.37hours,0.0,94.5%,75.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.316kW,22.0C,4.114583333333333V,2019-11-05 15:05:29,00:1D:A5:00:1B:86,[B@412dd65,37.49236577,127.03912011,5.680982208251954,0.0,13.93600082397461,49
0.0%,0.0,1.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0mph,0.0rpm,14.5V,69.58kW,98.0kW,0.8A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,0.0rpm,0.0rpm,0.0,394.0V,1000.0kOhm,4.1V,22.0,4.1V,83.0,0.0,4226.370833333333hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.316kW,22.0C,4.114583333333333V,2019-11-05 15:05:32,00:1D:A5:00:1B:86,[B@39f6b5,37.49234154,127.03914233,2.3962756633758544,0.0,11.791999816894531,50
0.0%,0.0,1.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0mph,0.0rpm,14.5V,69.58kW,98.0kW,0.8A,395.1V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,0.0rpm,0.0rpm,0.0,394.0V,1000.0kOhm,4.1V,22.0,4.1V,83.0,0.0,4226.371666666667hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.31608kW,22.0C,4.115625000000001V,2019-11-05 15:05:35,00:1D:A5:00:1B:86,[B@756926f,37.4923448,127.03914022,2.694216084480286,0.0,10.720000267028809,51
0.0%,0.0,1.0,89.0,1.0,1.0,0.0,0.0,0.0,0.0mph,0.0rpm,14.5V,69.58kW,98.0kW,0.8A,395.1V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,0.0rpm,0.0rpm,0.0,394.0V,1000.0kOhm,4.1V,22.0,4.1V,1.0,0.0,4226.372222222222hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.31608kW,22.0C,4.115625000000001V,2019-11-05 15:05:38,00:1D:A5:00:1B:86,[B@a9a8f3f,37.49235684,127.03913216,3.123428535461426,0.0,10.720000267028809,52
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,0.94mph,114.0rpm,14.5V,69.58kW,98.0kW,2.2A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,0.0rpm,0.0rpm,0.0,394.0V,1000.0kOhm,4.1V,11.0,4.1V,1.0,0.0,4226.373055555556hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.869kW,22.0C,4.114583333333333V,2019-11-05 15:05:40,00:1D:A5:00:1B:86,[B@b98080f,37.49237582,127.03912541,2.2992470741271975,1.5134,5.360000133514404,53
0.0%,0.0,1.0,89.0,1.0,1.0,0.0,0.0,0.0,1.25mph,121.0rpm,14.5V,69.58kW,98.0kW,0.9A,395.1V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,100.0rpm,100.0rpm,0.0,394.0V,1000.0kOhm,4.1V,22.0,4.1V,1.0,0.0,4226.373888888889hours,0.0,94.5%,75.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.35559kW,22.0C,4.115625000000001V,2019-11-05 15:05:43,00:1D:A5:00:1B:86,[B@393fcdf,37.49241243,127.0391166,2.891040475881434,2.0125,6.432000160217285,54
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.38mph,163.0rpm,14.5V,69.58kW,98.0kW,2.1A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,100.0rpm,100.0rpm,0.0,394.0V,1000.0kOhm,4.1V,11.0,4.1V,83.0,0.0,4226.374722222222hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.8295kW,22.0C,4.114583333333333V,2019-11-05 15:05:46,00:1D:A5:00:1B:86,[B@c0d5945,37.49244386,127.03913139,4.10168423652649,2.2218,5.360000133514404,55
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.17mph,105.0rpm,14.5V,69.58kW,98.0kW,2.1A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,100.0rpm,100.0rpm,0.0,394.0V,1000.0kOhm,4.1V,31.0,4.1V,82.0,0.0,4226.375555555555hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.8295kW,22.0C,4.114583333333333V,2019-11-05 15:05:49,00:1D:A5:00:1B:86,[B@6229a95,37.49245228,127.03914363,2.2507705450057984,1.8837,4.288000106811523,56
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.83mph,187.0rpm,14.5V,69.58kW,98.0kW,2.5A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,100.0rpm,100.0rpm,0.0,394.0V,1000.0kOhm,4.1V,11.0,4.1V,1.0,0.0,4226.376111111111hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.9875kW,22.0C,4.114583333333333V,2019-11-05 15:05:51,00:1D:A5:00:1B:86,[B@c70c34f,37.49245434,127.03914922,1.4683943152427674,2.9463000000000004,4.288000106811523,57
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,1.68mph,187.0rpm,14.5V,69.58kW,98.0kW,5.3A,394.8V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,200.0rpm,200.0rpm,0.0,393.0V,1000.0kOhm,4.1V,11.0,4.1V,1.0,0.0,4226.376944444444hours,0.0,94.5%,75.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,2.09244kW,22.0C,4.1125V,2019-11-05 15:05:55,00:1D:A5:00:1B:86,[B@18a81f,37.49245554,127.03915519,2.289123773574829,2.7048,3.2160000801086426,58
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,3.22mph,331.0rpm,14.5V,69.58kW,98.0kW,2.5A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,300.0rpm,300.0rpm,0.0,394.0V,1000.0kOhm,4.1V,22.0,4.1V,1.0,0.0,4226.377777777778hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.9875kW,22.0C,4.114583333333333V,2019-11-05 15:05:58,00:1D:A5:00:1B:86,[B@d958685,37.49244198,127.03915764,2.486122798919678,5.184200000000001,4.288000106811523,59
7.5%,84.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,4.33mph,468.0rpm,14.5V,69.58kW,98.0kW,8.0A,394.6V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,500.0rpm,500.0rpm,0.0,393.0V,1000.0kOhm,4.1V,87.0,4.1V,83.0,0.0,4226.378333333333hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,3.1568kW,22.0C,4.110416666666667V,2019-11-05 15:06:01,00:1D:A5:00:1B:86,[B@69e9fde,37.49236884,127.03916246,11.622502613067628,6.9713,3.2160000801086426,60
0.0%,0.0,0.0,90.0,0.0,1.0,0.0,0.0,0.0,4.92mph,496.0rpm,14.5V,70.16kW,98.0kW,1.6A,395.0V,0.0Hz,0.0,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,1.0,1.0,44100.7Ah,44059.5Ah,16376.1kWh,15893.2kWh,400.0rpm,400.0rpm,0.0,394.0V,1000.0kOhm,4.1V,75.0,4.1V,1.0,0.0,4226.379166666667hours,0.0,94.5%,80.0,0.0V,0.0C,0.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,22.0C,60.0,100.0%,1.0,99.5%,100.0%,0.0minutes,19.0C,0.632kW,22.0C,4.114583333333333V,2019-11-05 15:06:03,00:1D:A5:00:1B:86,[B@9713e8f,37.49231312,127.03919451,7.3357506752014165,7.921200000000001,3.2160000801086426,61
